Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Current Value,Comparison Value
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,Won ARR,Decrease,-27.90%,-415692.6299999999,1074503.4,1490196.0299999998
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,Avg Sales Price,Decrease,-21.01%,-1436.2470326402654,5399.514572864321,6835.761605504586
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,Win Rate (Count),Increase,3.91%,1.69842173257085,45.12471655328798,43.42629482071713
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,Avg Sales Cycle,Decrease,-5.26%,-1.1329353187958127,20.42211055276382,21.55504587155963
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,Total ARR,Decrease,-42.46%,-1997526.5100000002,2707076.18,4704602.69
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,# of Opps,Decrease,-36.14%,-253.0,447.0,700.0
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,# of Won Opps,Decrease,-33.89%,-102.0,199.0,301.0
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,Won ARR,Decrease,-30.45%,-470506.41000000015,1074503.4,1545009.81
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,Avg Sales Price,Increase,5.19%,266.5916160536899,5399.514572864321,5132.922956810631
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,Win Rate (Count),Increase,4.04%,1.7529586282159357,45.12471655328798,43.371757925072046
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,Avg Sales Cycle,Increase,12.48%,2.2659643733618253,20.42211055276382,18.156146179401993
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,Pipegen ARR,Decrease,-100.00%,-14380417.86,0.0,14380417.86
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,# of Pipegen Opps,Decrease,-100.00%,-1270.0,0.0,1270.0
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,Total ARR,Decrease,-37.65%,-1634457.2324999995,2707076.18,4341533.4125
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,# of Opps,Decrease,-21.58%,-123.0,447.0,570.0
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,# of Won Opps,Decrease,-21.81%,-55.5,199.0,254.5
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,Won ARR,Decrease,-27.20%,-401371.4550000001,1074503.4,1475874.855
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,Avg Sales Price,Decrease,-7.94%,-465.507265328175,5399.514572864321,5865.021838192496
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,Win Rate (Count),Increase,0.23%,0.10248084569772686,45.12471655328798,45.022235707590255
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,Avg Sales Cycle,Increase,0.74%,0.15053140552236854,20.42211055276382,20.27157914724145
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,Pipegen ARR,Decrease,-100.00%,-7464439.3275,0.0,7464439.3275
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,# of Pipegen Opps,Decrease,-100.00%,-690.25,0.0,690.25
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,Total ARR,Decrease,-1.56%,-42199.42000000039,2664876.76,2707076.18
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,# of Opps,Increase,0.45%,2.0,449.0,447.0
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,# of Won Opps,No Change,0.00%,0.0,199.0,199.0
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,Won ARR,Decrease,-4.44%,-47741.25,1026762.1499999999,1074503.4
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,Avg Sales Price,Decrease,-4.44%,-239.90577889447195,5159.608793969849,5399.514572864321
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,Win Rate (Count),Decrease,-0.90%,-0.40561542969247455,44.71910112359551,45.12471655328798
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,Avg Sales Cycle,Increase,14.52%,2.9648241206030157,23.386934673366834,20.42211055276382
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,Total ARR,Decrease,-33.01%,-1313064.6600000001,2664876.76,3977941.42
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,# of Opps,Decrease,-14.64%,-77.0,449.0,526.0
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,# of Won Opps,Decrease,-18.78%,-46.0,199.0,245.0
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,Won ARR,Decrease,-25.34%,-348578.80000000005,1026762.1499999999,1375340.95
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,Avg Sales Price,Decrease,-8.09%,-454.0277366423952,5159.608793969849,5613.636530612244
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,Win Rate (Count),Decrease,-4.90%,-2.305850891759583,44.71910112359551,47.02495201535509
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,Avg Sales Cycle,Increase,18.73%,3.688975489693366,23.386934673366834,19.69795918367347
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,Pipegen ARR,Decrease,-100.00%,-15477339.45,0.0,15477339.45
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,# of Pipegen Opps,Decrease,-100.00%,-1491.0,0.0,1491.0
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,Total ARR,Decrease,-30.64%,-1177275.0250000004,2664876.76,3842151.785
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,# of Opps,Decrease,-11.40%,-57.75,449.0,506.75
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,# of Won Opps,Decrease,-13.10%,-30.0,199.0,229.0
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,Won ARR,Decrease,-24.41%,-331486.10250000004,1026762.1499999999,1358248.2525
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,Avg Sales Price,Decrease,-13.02%,-772.0609482360696,5159.608793969849,5931.669742205919
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,Win Rate (Count),Decrease,-1.63%,-0.7413742410487387,44.71910112359551,45.460475364644246
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,Avg Sales Cycle,Increase,12.23%,2.548864432784928,23.386934673366834,20.838070240581906
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,Pipegen ARR,Decrease,-100.00%,-3869334.8625,0.0,3869334.8625
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,# of Pipegen Opps,Decrease,-100.00%,-372.75,0.0,372.75
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,Total ARR,Increase,124.04%,3305594.7300000004,5970471.49,2664876.76
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,# of Opps,Increase,60.36%,271.0,720.0,449.0
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,# of Won Opps,Increase,19.60%,39.0,238.0,199.0
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,Won ARR,Increase,46.37%,476142.9199999999,1502905.0699999998,1026762.1499999999
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,Avg Sales Price,Increase,22.39%,1155.1183909041001,6314.727184873949,5159.608793969849
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,Win Rate (Count),Decrease,-24.83%,-11.103281914555957,33.61581920903955,44.71910112359551
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,Avg Sales Cycle,Decrease,-25.50%,-5.9625649254676745,17.42436974789916,23.386934673366834
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,Total ARR,Increase,34.03%,1515783.04,5970471.49,4454688.45
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,# of Opps,Increase,30.91%,170.0,720.0,550.0
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,# of Won Opps,Decrease,-6.30%,-16.0,238.0,254.0
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,Won ARR,Increase,0.67%,9952.439999999711,1502905.0699999998,1492952.6300000001
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,Avg Sales Price,Increase,7.43%,436.9609250314288,6314.727184873949,5877.76625984252
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,Win Rate (Count),Decrease,-27.34%,-12.650118860177209,33.61581920903955,46.26593806921676
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,Avg Sales Cycle,Decrease,-19.62%,-4.2527956064315475,17.42436974789916,21.677165354330707
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,Total ARR,Increase,69.91%,2456585.8700000006,5970471.49,3513885.6199999996
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,# of Opps,Increase,47.69%,232.5,720.0,487.5
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,# of Won Opps,Increase,9.43%,20.5,238.0,217.5
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,Won ARR,Increase,18.24%,231801.51749999984,1502905.0699999998,1271103.5525
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,Avg Sales Price,Increase,8.53%,496.56437682863,6314.727184873949,5818.162808045319
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,Win Rate (Count),Decrease,-25.11%,-11.268193432664795,33.61581920903955,44.884012641704345
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,Avg Sales Cycle,Decrease,-19.93%,-4.335944365106087,17.42436974789916,21.760314113005247
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,Total ARR,Decrease,-20.43%,-1219692.58,4750778.91,5970471.49
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,# of Opps,Decrease,-15.97%,-115.0,605.0,720.0
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,# of Won Opps,Decrease,-23.53%,-56.0,182.0,238.0
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,Won ARR,Decrease,-37.32%,-560910.1699999999,941994.8999999999,1502905.0699999998
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,Avg Sales Price,Decrease,-18.04%,-1138.931031027796,5175.796153846153,6314.727184873949
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,Win Rate (Count),Increase,16.43%,5.52396573719701,39.13978494623656,33.61581920903955
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,Avg Sales Cycle,Decrease,-23.82%,-4.149644473173884,13.274725274725276,17.42436974789916
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,Total ARR,Increase,12.34%,521877.8200000003,4750778.91,4228901.09
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,# of Opps,Increase,20.04%,101.0,605.0,504.0
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,# of Won Opps,Decrease,-16.51%,-36.0,182.0,218.0
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,Won ARR,Decrease,-36.79%,-548201.1299999999,941994.8999999999,1490196.0299999998
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,Avg Sales Price,Decrease,-24.28%,-1659.9654516584333,5175.796153846153,6835.761605504586
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,Win Rate (Count),Decrease,-9.87%,-4.286509874480572,39.13978494623656,43.42629482071713
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,Avg Sales Cycle,Decrease,-38.41%,-8.280320596834356,13.274725274725276,21.55504587155963
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,Total ARR,Increase,22.04%,857947.5300000003,4750778.91,3892831.38
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,# of Opps,Increase,14.15%,75.0,605.0,530.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,# of Won Opps,Decrease,-14.75%,-31.5,182.0,213.5
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,Won ARR,Decrease,-26.04%,-331596.76249999995,941994.8999999999,1273591.6624999999
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,Avg Sales Price,Decrease,-12.68%,-751.606885457024,5175.796153846153,5927.403039303177
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,Win Rate (Count),Decrease,-6.19%,-2.5816979804234848,39.13978494623656,41.721482926660045
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,Avg Sales Cycle,Decrease,-35.86%,-7.422389936672088,13.274725274725276,20.697115211397364
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,Total ARR,Decrease,-28.50%,-1289646.3700000006,3236044.57,4525690.94
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,# of Opps,Decrease,-4.26%,-123.0,2764.0,2887.0
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,# of Won Opps,Decrease,-18.82%,-189.0,815.0,1004.0
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,Won ARR,Decrease,-29.51%,-1335646.37,3190044.5700000003,4525690.94
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,Avg Sales Price,Decrease,-13.17%,-593.4951822403641,3914.1651165644175,4507.660298804782
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,Win Rate (Count),Decrease,-15.21%,-5.291711154903336,29.496923633731452,34.78863478863479
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,Avg Sales Cycle,Increase,25.50%,9.95363454158825,48.98650306748466,39.03286852589641
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,Total ARR,Decrease,-9.13%,-295514.4499999997,2940530.12,3236044.57
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,# of Opps,Increase,8.47%,234.0,2998.0,2764.0
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,# of Won Opps,Decrease,-0.86%,-7.0,808.0,815.0
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,Won ARR,Decrease,-9.39%,-299386.85000000056,2890657.7199999997,3190044.5700000003
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,Avg Sales Price,Decrease,-8.60%,-336.61843339610095,3577.5466831683166,3914.1651165644175
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,Win Rate (Count),Decrease,-8.42%,-2.482547171009955,27.014376462721497,29.496923633731452
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,Avg Sales Cycle,Decrease,-0.14%,-0.07066148332624778,48.915841584158414,48.98650306748466
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,Total ARR,Decrease,-16.89%,-496520.70999999996,2444009.41,2940530.12
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,# of Opps,Decrease,-17.28%,-518.0,2480.0,2998.0
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,# of Won Opps,Decrease,-16.34%,-132.0,676.0,808.0
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,Won ARR,Decrease,-20.55%,-594142.31,2296515.4099999997,2890657.7199999997
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,Avg Sales Price,Decrease,-5.04%,-180.33453819790293,3397.2121449704136,3577.5466831683166
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,Win Rate (Count),Increase,1.07%,0.2877236988293923,27.30210016155089,27.014376462721497
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,Avg Sales Cycle,Decrease,-3.23%,-1.5815220575311955,47.33431952662722,48.915841584158414
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,Total ARR,Increase,486.05%,11879047.14,14323056.55,2444009.41
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,# of Opps,Decrease,-13.99%,-347.0,2133.0,2480.0
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,# of Won Opps,Decrease,-14.94%,-101.0,575.0,676.0
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,Won ARR,Increase,44.24%,1016087.5000000005,3312602.91,2296515.4099999997
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,Avg Sales Price,Increase,69.58%,2363.836394160021,5761.048539130435,3397.2121449704136
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,Win Rate (Count),Decrease,-0.94%,-0.256004206706109,27.04609595484478,27.30210016155089
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,Avg Sales Cycle,Increase,0.77%,0.3648109081553912,47.69913043478261,47.33431952662722
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,Pipegen ARR,Increase,0.00%,28257884.25,28257884.25,0.0
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,# of Pipegen Opps,Increase,0.00%,1878.0,1878.0,0.0
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,Total ARR,Increase,216.48%,9797365.61,14323056.55,4525690.94
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,# of Opps,Decrease,-26.12%,-754.0,2133.0,2887.0
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,# of Won Opps,Decrease,-42.73%,-429.0,575.0,1004.0
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,Won ARR,Decrease,-26.80%,-1213088.0300000003,3312602.91,4525690.94
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,Avg Sales Price,Increase,27.81%,1253.388240325653,5761.048539130435,4507.660298804782
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,Win Rate (Count),Decrease,-22.26%,-7.742538833790007,27.04609595484478,34.78863478863479
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,Avg Sales Cycle,Increase,22.20%,8.666261908886199,47.69913043478261,39.03286852589641
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,Pipegen ARR,Increase,0.00%,28257884.25,28257884.25,0.0
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,# of Pipegen Opps,Increase,0.00%,1878.0,1878.0,0.0
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,Total ARR,Increase,335.81%,11036487.790000001,14323056.55,3286568.76
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,# of Opps,Decrease,-23.34%,-649.25,2133.0,2782.25
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,# of Won Opps,Decrease,-30.37%,-250.75,575.0,825.75
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,Won ARR,Increase,2.69%,86875.75,3312602.91,3225727.16
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,Avg Sales Price,Increase,49.67%,1911.902478253452,5761.048539130435,3849.1460608769826
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,Win Rate (Count),Decrease,-8.78%,-2.604412806814878,27.04609595484478,29.65050876165966
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,Avg Sales Cycle,Increase,3.54%,1.631747258740937,47.69913043478261,46.06738317604167
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,Pipegen ARR,Increase,0.00%,28257884.25,28257884.25,0.0
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,# of Pipegen Opps,Increase,0.00%,1878.0,1878.0,0.0
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,Total ARR,Decrease,-26.26%,-3761836.17,10561220.38,14323056.55
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,# of Opps,Decrease,-37.22%,-794.0,1339.0,2133.0
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,# of Won Opps,Decrease,-10.09%,-58.0,517.0,575.0
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,Won ARR,Decrease,-0.76%,-25340.169999999925,3287262.74,3312602.91
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,Avg Sales Price,Increase,10.37%,597.2933177361037,6358.341856866538,5761.048539130435
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,Win Rate (Count),Increase,43.51%,11.767717858969036,38.813813813813816,27.04609595484478
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,Avg Sales Cycle,Increase,46.77%,22.30860650912455,70.00773694390716,47.69913043478261
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,Pipegen ARR,Decrease,-16.41%,-4636415.079999998,23621469.17,28257884.25
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,# of Pipegen Opps,Decrease,-17.84%,-335.0,1543.0,1878.0
FY2024Q2,vs Prev Year (FY2023Q2),Overall Total,Total ARR,Increase,226.36%,7325175.8100000005,10561220.38,3236044.57
FY2024Q2,vs Prev Year (FY2023Q2),Overall Total,# of Opps,Decrease,-51.56%,-1425.0,1339.0,2764.0
FY2024Q2,vs Prev Year (FY2023Q2),Overall Total,# of Won Opps,Decrease,-36.56%,-298.0,517.0,815.0
FY2024Q2,vs Prev Year (FY2023Q2),Overall Total,Won ARR,Increase,3.05%,97218.16999999993,3287262.74,3190044.5700000003
FY2024Q2,vs Prev Year (FY2023Q2),Overall Total,Avg Sales Price,Increase,62.44%,2444.176740302121,6358.341856866538,3914.1651165644175
FY2024Q2,vs Prev Year (FY2023Q2),Overall Total,Win Rate (Count),Increase,31.59%,9.316890180082364,38.813813813813816,29.496923633731452
FY2024Q2,vs Prev Year (FY2023Q2),Overall Total,Avg Sales Cycle,Increase,42.91%,21.0212338764225,70.00773694390716,48.98650306748466
FY2024Q2,vs Prev Year (FY2023Q2),Overall Total,Pipegen ARR,Increase,0.00%,23621469.17,23621469.17,0.0
FY2024Q2,vs Prev Year (FY2023Q2),Overall Total,# of Pipegen Opps,Increase,0.00%,1543.0,1543.0,0.0
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,Overall Total,Total ARR,Increase,84.12%,4825310.217500001,10561220.38,5735910.1625
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,Overall Total,# of Opps,Decrease,-48.38%,-1254.75,1339.0,2593.75
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,Overall Total,# of Won Opps,Decrease,-28.04%,-201.5,517.0,718.5
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,Overall Total,Won ARR,Increase,12.48%,364807.5875000004,3287262.74,2922455.1525
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,Overall Total,Avg Sales Price,Increase,52.75%,2195.8487359081428,6358.341856866538,4162.493120958396
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,Overall Total,Win Rate (Count),Increase,40.05%,11.09893976060166,38.813813813813816,27.714874053212156
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,Overall Total,Avg Sales Cycle,Increase,45.14%,21.773788290643935,70.00773694390716,48.233948653263226
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,Overall Total,Pipegen ARR,Increase,234.37%,16556998.107500002,23621469.17,7064471.0625
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,Overall Total,# of Pipegen Opps,Increase,228.65%,1073.5,1543.0,469.5
FY2024Q3,vs Prev Q (FY2024Q2),Overall Total,Total ARR,Increase,15.81%,1669954.0299999993,12231174.41,10561220.38
FY2024Q3,vs Prev Q (FY2024Q2),Overall Total,# of Opps,Increase,12.77%,171.0,1510.0,1339.0
FY2024Q3,vs Prev Q (FY2024Q2),Overall Total,# of Won Opps,Increase,14.70%,76.0,593.0,517.0
FY2024Q3,vs Prev Q (FY2024Q2),Overall Total,Won ARR,Increase,6.63%,218008.5799999996,3505271.32,3287262.74
FY2024Q3,vs Prev Q (FY2024Q2),Overall Total,Avg Sales Price,Decrease,-7.03%,-447.26037288677435,5911.081483979764,6358.341856866538
FY2024Q3,vs Prev Q (FY2024Q2),Overall Total,Win Rate (Count),Increase,1.92%,0.7458926571668414,39.55970647098066,38.813813813813816
FY2024Q3,vs Prev Q (FY2024Q2),Overall Total,Avg Sales Cycle,Decrease,-7.76%,-5.436067466672753,64.57166947723441,70.00773694390716
