Quarter,Comparison,Group,Metric,% Change,Abs Change,Type
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: Self Service - New Business,Total ARR,-63.38%,"-70,911.09",Drop/Decrease
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: Self Service - New Business,# of Opps,-48.15%,-6.50,Drop/Decrease
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,313.96%,"2,634.79",Increase
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),318.79%,60.90,Increase
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: Self Service - New Business,Avg Sales Cycle,-84.33%,-25.56,Drop/Decrease
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,-20.73%,"-5,294.94",Drop/Decrease
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,42.50%,32.98,Increase
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-24.81%,-33.00,Drop/Decrease
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-11.84%,-6.81,Drop/Decrease
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-23.13%,"-2,909.28",Drop/Decrease
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,13.05%,10.02,Increase
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: SMB - Expansion,Total ARR,51.86%,"394,054.82",Increase
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,46.12%,"1,620.33",Increase
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-10.69%,-6.99,Drop/Decrease
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,18.84%,8.79,Increase
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: SMB - New Business,# of Opps,24.68%,38.00,Increase
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: SMB - New Business,# of Won Opps,25.00%,10.00,Increase
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,-25.67%,"-1,935.78",Drop/Decrease
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,-47.06%,-26.64,Drop/Decrease
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: Self Service - Expansion,Avg Sales Price,-100.00%,-599.94,Drop/Decrease
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),-100.00%,-100.00,Drop/Decrease
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),-37.50%,-30.00,Drop/Decrease
FY2025Q2,vs Prev Q (FY2025Q1),By Segment & Bookings Type: Self Service - New Business,Avg Sales Cycle,-78.95%,-3.75,Drop/Decrease
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,36.34%,"699,688.18",Increase
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Enterprise - New Business,# of Opps,-44.57%,-123.00,Drop/Decrease
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-45.83%,-22.00,Drop/Decrease
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,49.16%,"6,670.88",Increase
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,17.87%,16.76,Increase
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-28.06%,-39.00,Drop/Decrease
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-15.28%,-9.15,Drop/Decrease
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Mid Market - New Business,# of Opps,-32.88%,-73.00,Drop/Decrease
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-23.68%,-9.00,Drop/Decrease
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,60.14%,"3,631.60",Increase
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,Total ARR,76.55%,"500,315.41",Increase
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,# of Opps,38.46%,60.00,Increase
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,31.58%,30.00,Increase
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,34.81%,"1,325.60",Increase
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,62.55%,21.35,Increase
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,-45.28%,-24.81,Drop/Decrease
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,Total ARR,-87.10%,"-67,737.56",Drop/Decrease
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,# of Opps,-76.92%,-10.00,Drop/Decrease
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,86.95%,"1,919.84",Increase
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),116.67%,26.92,Increase
FY2025Q2,vs Prev Year (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,Avg Sales Cycle,-97.44%,-38.00,Drop/Decrease
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: Enterprise - New Business,# of Opps,-32.23%,-72.75,Drop/Decrease
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-21.21%,-7.00,Drop/Decrease
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,11.12%,11.07,Increase
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-29.95%,-42.75,Drop/Decrease
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-14.45%,-8.58,Drop/Decrease
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: Mid Market - New Business,# of Opps,-26.60%,-54.00,Drop/Decrease
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: SMB - Expansion,Total ARR,37.94%,"317,341.05",Increase
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,38.16%,"1,417.95",Increase
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,20.80%,9.55,Increase
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,-39.58%,-19.64,Drop/Decrease
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: Self Service - New Business,Total ARR,-88.71%,"-78,868.98",Drop/Decrease
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: Self Service - New Business,# of Opps,-73.91%,-8.50,Drop/Decrease
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,141.72%,"2,420.23",Increase
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),27.87%,10.90,Increase
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Segment & Bookings Type: Self Service - New Business,Avg Sales Cycle,-95.41%,-20.79,Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,37.56%,"985,835.33",Increase
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-15.44%,-9.13,Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,14.57%,11.14,Increase
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-38.46%,-10.00,Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,-24.26%,"-4,909.95",Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),-34.62%,-5.88,Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,-20.02%,-22.14,Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,21.68%,"279,151.97",Increase
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,58.64%,"2,471.97",Increase
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,23.23%,15.78,Increase
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,Total ARR,-25.29%,"-386,567.17",Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,# of Opps,-28.19%,-42.00,Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,-26.23%,-22.76,Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,# of Opps,23.15%,50.00,Increase
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,-29.65%,"-1,522.36",Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-12.10%,-7.07,Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,28.21%,15.65,Increase
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: SMB - New Business,# of Opps,31.25%,60.00,Increase
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,23.44%,"1,314.00",Increase
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,93.29%,27.97,Increase
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),0.00%,100.00,Increase
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,-100.00%,"-4,127.94",Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),-100.00%,-50.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,36.60%,"967,560.55",Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-28.18%,-51.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-12.71%,-7.28,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,15.93%,12.04,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Enterprise - New Business,Total ARR,-22.09%,"-763,315.33",Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Enterprise - New Business,# of Opps,-44.83%,-117.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-46.67%,-14.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,37.99%,"4,220.91",Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,-18.49%,-20.06,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-31.14%,-85.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-48.86%,-86.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,31.44%,"1,599.66",Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-25.62%,-16.58,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,43.46%,25.37,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Mid Market - New Business,Total ARR,-45.06%,"-936,826.96",Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Mid Market - New Business,# of Opps,-50.92%,-111.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-24.24%,-8.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-20.93%,"-2,463.65",Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),56.57%,8.60,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,-24.52%,-20.79,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: SMB - Expansion,Total ARR,30.32%,"276,301.11",Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: SMB - Expansion,# of Opps,24.30%,52.00,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-12.64%,-7.43,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,38.12%,19.63,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: SMB - New Business,Total ARR,21.38%,"288,742.19",Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: SMB - New Business,# of Opps,25.37%,51.00,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: SMB - New Business,# of Won Opps,48.72%,19.00,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,31.24%,13.79,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Self Service - Expansion,Avg Sales Price,174.71%,581.79,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Self Service - Expansion,Avg Sales Cycle,52.38%,1.83,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Self Service - New Business,# of Opps,-88.24%,-15.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Self Service - New Business,# of Won Opps,-100.00%,-8.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,-100.00%,"-1,148.75",Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),-100.00%,-53.33,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Enterprise - Expansion,Total ARR,29.00%,"811,801.38",Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-20.25%,-33.00,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-15.44%,-9.13,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,14.04%,10.78,Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Enterprise - New Business,# of Opps,-26.15%,-51.00,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-41.82%,-11.50,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,-14.72%,-15.26,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-32.33%,-43.00,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,38.91%,"1,873.31",Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-15.64%,-8.92,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,27.64%,18.14,Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Mid Market - New Business,Total ARR,-39.60%,"-748,783.19",Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Mid Market - New Business,# of Opps,-42.08%,-77.75,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),50.14%,7.95,Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,-24.20%,-20.44,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: SMB - Expansion,Total ARR,23.50%,"226,018.74",Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: SMB - Expansion,# of Opps,33.67%,67.00,Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-14.91%,-8.99,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,38.75%,19.86,Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: SMB - New Business,# of Opps,38.27%,69.75,Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: SMB - New Business,# of Won Opps,28.89%,13.00,Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,33.47%,14.53,Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Self Service - New Business,Total ARR,-93.39%,"-67,211.73",Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Self Service - New Business,# of Opps,-77.78%,-7.00,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,-100.00%,"-2,187.67",Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),-100.00%,-45.83,Drop/Decrease
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,36.32%,"2,662.09",Increase
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,127.90%,"19,608.20",Increase
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,104.95%,92.81,Increase
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,-22.36%,"-350,281.70",Drop/Decrease
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,-31.68%,"-2,118.44",Drop/Decrease
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-24.00%,-6.00,Drop/Decrease
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,38.95%,"3,624.80",Increase
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-21.76%,-5.18,Drop/Decrease
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,50.16%,32.11,Increase
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,-30.60%,-41.00,Drop/Decrease
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-22.59%,-11.60,Drop/Decrease
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,-15.11%,-10.74,Drop/Decrease
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: SMB - New Business,# of Won Opps,36.21%,21.00,Increase
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),29.53%,6.80,Increase
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: Self Service - Expansion,Avg Sales Price,-100.00%,-914.79,Drop/Decrease
FY2025Q4,vs Prev Q (FY2025Q3),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),-100.00%,-100.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-32.93%,-55.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-18.39%,-11.17,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Enterprise - New Business,# of Opps,-32.00%,-56.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-33.33%,-8.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,88.46%,"16,400.04",Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,53.44%,63.12,Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-22.51%,-52.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-34.15%,-42.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-15.11%,-8.34,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,22.13%,15.05,Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Mid Market - New Business,Total ARR,-40.60%,"-870,882.25",Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Mid Market - New Business,# of Opps,-49.00%,-98.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-26.92%,-7.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),42.57%,5.56,Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: SMB - Expansion,# of Opps,32.78%,59.00,Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-32.36%,-19.01,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,17.50%,8.99,Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: SMB - New Business,# of Opps,45.60%,83.00,Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: SMB - New Business,# of Won Opps,54.90%,28.00,Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,17.72%,7.60,Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Self Service - New Business,Total ARR,-98.43%,"-187,487.58",Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment & Bookings Type: Self Service - New Business,# of Opps,-88.89%,-8.00,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-25.46%,-38.25,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,39.55%,"2,831.81",Increase
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-13.53%,-7.75,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Enterprise - New Business,# of Opps,-28.21%,-46.75,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-33.33%,-8.00,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,75.47%,"15,027.45",Increase
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,83.67%,82.57,Increase
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-27.35%,-30.50,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-11.50%,-6.08,Drop/Decrease
