Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Metric Type,Current Value,Comparison Value
FY2025Q2,vs Prev Year (FY2024Q2),Overall Inquarter,# of Pipegen Opps,Drop/Decrease,-100.00%,-1451.0,Count,0.0,1451.0
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,Overall Inquarter,Total ARR,Drop/Decrease,-2.89%,-126059.53000000026,ARR,4228901.09,4354960.62
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,Overall Inquarter,# of Opps,Drop/Decrease,-16.83%,-102.0,Count,504.0,606.0
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,Overall Inquarter,# of Won Opps,Drop/Decrease,-19.03%,-51.25,Count,218.0,269.25
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,Overall Inquarter,Won ARR,Increase,1.47%,21528.164999999804,ARR,1490196.0299999998,1468667.865
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,Overall Inquarter,Avg Sales Price,Increase,24.85%,1360.7559177857102,Currency,6835.761605504586,5475.005687718876
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,Overall Inquarter,Win Rate (Count),Drop/Decrease,-3.29%,-1.4758012902209714,Percentage,43.42629482071713,44.9020961109381
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,Overall Inquarter,Avg Sales Cycle,Increase,9.54%,1.8771018384174774,Days,21.55504587155963,19.677944033142154
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,Overall Inquarter,Pipegen ARR,Drop/Decrease,-100.00%,-13110346.942499999,ARR,0.0,13110346.942499999
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,Overall Inquarter,# of Pipegen Opps,Drop/Decrease,-100.00%,-1053.0,Count,0.0,1053.0
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,Total ARR,Drop/Decrease,-35.99%,-1521824.9099999997,ARR,2707076.18,4228901.09
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,# of Opps,Drop/Decrease,-11.31%,-57.0,Count,447.0,504.0
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,# of Won Opps,Drop/Decrease,-8.72%,-19.0,Count,199.0,218.0
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,Won ARR,Drop/Decrease,-27.90%,-415692.62999999966,ARR,1074503.4000000001,1490196.0299999998
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,Avg Sales Price,Drop/Decrease,-21.01%,-1436.2470326402645,Currency,5399.514572864322,6835.761605504586
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,Win Rate (Count),Increase,3.91%,1.69842173257085,Percentage,45.12471655328798,43.42629482071713
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,Avg Sales Cycle,Drop/Decrease,-5.26%,-1.1329353187958127,Days,20.42211055276382,21.55504587155963
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2025Q3,vs Prev Q (FY2025Q2),Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,Total ARR,Drop/Decrease,-42.46%,-1997526.5100000002,ARR,2707076.18,4704602.69
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,# of Opps,Drop/Decrease,-36.14%,-253.0,Count,447.0,700.0
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,# of Won Opps,Drop/Decrease,-33.89%,-102.0,Count,199.0,301.0
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,Won ARR,Drop/Decrease,-30.45%,-470506.4099999999,ARR,1074503.4000000001,1545009.81
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,Avg Sales Price,Increase,5.19%,266.5916160536908,Currency,5399.514572864322,5132.922956810631
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,Win Rate (Count),Increase,4.04%,1.7529586282159357,Percentage,45.12471655328798,43.371757925072046
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,Avg Sales Cycle,Increase,12.48%,2.2659643733618253,Days,20.42211055276382,18.156146179401993
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,Pipegen ARR,Drop/Decrease,-100.00%,-14345959.9,ARR,0.0,14345959.9
FY2025Q3,vs Prev Year (FY2024Q3),Overall Inquarter,# of Pipegen Opps,Drop/Decrease,-100.00%,-1269.0,Count,0.0,1269.0
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,Total ARR,Drop/Decrease,-37.65%,-1634457.2324999995,ARR,2707076.18,4341533.4125
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,# of Opps,Drop/Decrease,-21.58%,-123.0,Count,447.0,570.0
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,# of Won Opps,Drop/Decrease,-21.81%,-55.5,Count,199.0,254.5
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,Won ARR,Drop/Decrease,-27.20%,-401371.45499999984,ARR,1074503.4000000001,1475874.855
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,Avg Sales Price,Drop/Decrease,-7.94%,-465.50726532817407,Currency,5399.514572864322,5865.021838192496
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,Win Rate (Count),Increase,0.23%,0.10248084569772686,Percentage,45.12471655328798,45.022235707590255
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,Avg Sales Cycle,Increase,0.74%,0.15053140552236854,Days,20.42211055276382,20.27157914724145
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,Pipegen ARR,Drop/Decrease,-100.00%,-7452498.355,ARR,0.0,7452498.355
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,Overall Inquarter,# of Pipegen Opps,Drop/Decrease,-100.00%,-690.25,Count,0.0,690.25
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,Total ARR,Drop/Decrease,-1.56%,-42199.42000000039,ARR,2664876.76,2707076.18
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,# of Opps,Increase,0.45%,2.0,Count,449.0,447.0
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,# of Won Opps,No Change,0.00%,0.0,Count,199.0,199.0
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,Won ARR,Drop/Decrease,-4.44%,-47741.25000000023,ARR,1026762.1499999999,1074503.4000000001
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,Avg Sales Price,Drop/Decrease,-4.44%,-239.90577889447286,Currency,5159.608793969849,5399.514572864322
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,Win Rate (Count),Drop/Decrease,-0.90%,-0.40561542969247455,Percentage,44.71910112359551,45.12471655328798
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,Avg Sales Cycle,Increase,14.52%,2.9648241206030157,Days,23.386934673366834,20.42211055276382
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2025Q4,vs Prev Q (FY2025Q3),Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,Total ARR,Drop/Decrease,-33.01%,-1313064.6600000001,ARR,2664876.76,3977941.42
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,# of Opps,Drop/Decrease,-14.64%,-77.0,Count,449.0,526.0
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,# of Won Opps,Drop/Decrease,-18.78%,-46.0,Count,199.0,245.0
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,Won ARR,Drop/Decrease,-25.34%,-348578.8000000003,ARR,1026762.1499999999,1375340.9500000002
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,Avg Sales Price,Drop/Decrease,-8.09%,-454.0277366423961,Currency,5159.608793969849,5613.636530612245
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,Win Rate (Count),Drop/Decrease,-4.90%,-2.305850891759583,Percentage,44.71910112359551,47.02495201535509
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,Avg Sales Cycle,Increase,18.73%,3.688975489693366,Days,23.386934673366834,19.69795918367347
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,Pipegen ARR,Drop/Decrease,-100.00%,-15464033.52,ARR,0.0,15464033.52
FY2025Q4,vs Prev Year (FY2024Q4),Overall Inquarter,# of Pipegen Opps,Drop/Decrease,-100.00%,-1492.0,Count,0.0,1492.0
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,Total ARR,Drop/Decrease,-30.64%,-1177275.0250000004,ARR,2664876.76,3842151.785
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,# of Opps,Drop/Decrease,-11.40%,-57.75,Count,449.0,506.75
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,# of Won Opps,Drop/Decrease,-13.10%,-30.0,Count,199.0,229.0
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,Won ARR,Drop/Decrease,-24.41%,-331486.10250000004,ARR,1026762.1499999999,1358248.2525
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,Avg Sales Price,Drop/Decrease,-13.02%,-772.0609482360696,Currency,5159.608793969849,5931.669742205919
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,Win Rate (Count),Drop/Decrease,-1.63%,-0.7413742410487387,Percentage,44.71910112359551,45.460475364644246
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,Avg Sales Cycle,Increase,12.23%,2.548864432784928,Days,23.386934673366834,20.838070240581906
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,Pipegen ARR,Drop/Decrease,-100.00%,-3866008.38,ARR,0.0,3866008.38
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,Overall Inquarter,# of Pipegen Opps,Drop/Decrease,-100.00%,-373.0,Count,0.0,373.0
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,Total ARR,Increase,124.04%,3305594.7300000004,ARR,5970471.49,2664876.76
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,# of Opps,Increase,60.36%,271.0,Count,720.0,449.0
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,# of Won Opps,Increase,19.60%,39.0,Count,238.0,199.0
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,Won ARR,Increase,46.37%,476142.92000000016,ARR,1502905.07,1026762.1499999999
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,Avg Sales Price,Increase,22.39%,1155.118390904101,Currency,6314.72718487395,5159.608793969849
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,Win Rate (Count),Drop/Decrease,-24.83%,-11.103281914555957,Percentage,33.61581920903955,44.71910112359551
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,Avg Sales Cycle,Drop/Decrease,-25.50%,-5.9625649254676745,Days,17.42436974789916,23.386934673366834
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q1,vs Prev Q (FY2025Q4),Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,Total ARR,Increase,34.03%,1515783.04,ARR,5970471.49,4454688.45
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,# of Opps,Increase,30.91%,170.0,Count,720.0,550.0
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,# of Won Opps,Drop/Decrease,-6.30%,-16.0,Count,238.0,254.0
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,Won ARR,Increase,0.67%,9952.439999999944,ARR,1502905.07,1492952.6300000001
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,Avg Sales Price,Increase,7.43%,436.9609250314297,Currency,6314.72718487395,5877.76625984252
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,Win Rate (Count),Drop/Decrease,-27.34%,-12.650118860177209,Percentage,33.61581920903955,46.26593806921676
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,Avg Sales Cycle,Drop/Decrease,-19.62%,-4.2527956064315475,Days,17.42436974789916,21.677165354330707
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q1,vs Prev Year (FY2025Q1),Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,Total ARR,Increase,69.91%,2456585.8700000006,ARR,5970471.49,3513885.6199999996
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,# of Opps,Increase,47.69%,232.5,Count,720.0,487.5
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,# of Won Opps,Increase,9.43%,20.5,Count,238.0,217.5
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,Won ARR,Increase,18.24%,231801.51749999984,ARR,1502905.07,1271103.5525000002
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,Avg Sales Price,Increase,8.53%,496.5643768286309,Currency,6314.72718487395,5818.162808045319
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,Win Rate (Count),Drop/Decrease,-25.11%,-11.268193432664795,Percentage,33.61581920903955,44.884012641704345
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,Avg Sales Cycle,Drop/Decrease,-19.93%,-4.335944365106087,Days,17.42436974789916,21.760314113005247
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,Total ARR,Drop/Decrease,-24.70%,-1474654.9000000004,ARR,4495816.59,5970471.49
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,# of Opps,Drop/Decrease,-22.78%,-164.0,Count,556.0,720.0
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,# of Won Opps,Drop/Decrease,-37.39%,-89.0,Count,149.0,238.0
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,Won ARR,Drop/Decrease,-51.46%,-773334.25,ARR,729570.8200000001,1502905.07
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,Avg Sales Price,Drop/Decrease,-22.46%,-1418.2787284981105,Currency,4896.44845637584,6314.72718487395
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,Win Rate (Count),Increase,24.16%,8.1208754688316,Percentage,41.73669467787115,33.61581920903955
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,Avg Sales Cycle,Drop/Decrease,-33.44%,-5.82705431165755,Days,11.59731543624161,17.42436974789916
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q2,vs Prev Q (FY2026Q1),Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,Total ARR,Increase,6.31%,266915.5,ARR,4495816.59,4228901.09
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,# of Opps,Increase,10.32%,52.0,Count,556.0,504.0
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,# of Won Opps,Drop/Decrease,-31.65%,-69.0,Count,149.0,218.0
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,Won ARR,Drop/Decrease,-51.04%,-760625.2099999997,ARR,729570.8200000001,1490196.0299999998
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,Avg Sales Price,Drop/Decrease,-28.37%,-1939.3131491287468,Currency,4896.44845637584,6835.761605504586
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,Win Rate (Count),Drop/Decrease,-3.89%,-1.6896001428459826,Percentage,41.73669467787115,43.42629482071713
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,Avg Sales Cycle,Drop/Decrease,-46.20%,-9.957730435318021,Days,11.59731543624161,21.55504587155963
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q2,vs Prev Year (FY2025Q2),Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,Total ARR,Increase,15.49%,602985.21,ARR,4495816.59,3892831.38
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,# of Opps,Increase,4.91%,26.0,Count,556.0,530.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,# of Won Opps,Drop/Decrease,-30.21%,-64.5,Count,149.0,213.5
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,Won ARR,Drop/Decrease,-42.72%,-544020.8424999998,ARR,729570.8200000001,1273591.6624999999
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,Avg Sales Price,Drop/Decrease,-17.39%,-1030.9545829273375,Currency,4896.44845637584,5927.403039303177
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,Win Rate (Count),Increase,0.04%,0.01521175121110474,Percentage,41.73669467787115,41.721482926660045
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,Avg Sales Cycle,Drop/Decrease,-43.97%,-9.099799775155754,Days,11.59731543624161,20.697115211397364
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Inquarter,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,Total ARR,Drop/Decrease,-28.50%,-1289646.3700000006,ARR,3236044.57,4525690.94
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,# of Opps,Drop/Decrease,-4.26%,-123.0,Count,2764.0,2887.0
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,# of Won Opps,Drop/Decrease,-18.82%,-189.0,Count,815.0,1004.0
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,Won ARR,Drop/Decrease,-29.51%,-1335646.3699999996,ARR,3190044.57,4525690.9399999995
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,Avg Sales Price,Drop/Decrease,-13.17%,-593.4951822403636,Currency,3914.165116564417,4507.660298804781
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,Win Rate (Count),Drop/Decrease,-15.21%,-5.291711154903336,Percentage,29.496923633731452,34.78863478863479
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,Avg Sales Cycle,Increase,25.50%,9.95363454158825,Days,48.98650306748466,39.03286852589641
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2023Q2,vs Prev Q (FY2023Q1),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,Total ARR,Drop/Decrease,-9.13%,-295514.4499999997,ARR,2940530.12,3236044.57
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,# of Opps,Increase,8.47%,234.0,Count,2998.0,2764.0
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,# of Won Opps,Drop/Decrease,-0.86%,-7.0,Count,808.0,815.0
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,Won ARR,Drop/Decrease,-9.39%,-299386.8500000001,ARR,2890657.7199999997,3190044.57
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,Avg Sales Price,Drop/Decrease,-8.60%,-336.6184333961005,Currency,3577.5466831683166,3914.165116564417
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,Win Rate (Count),Drop/Decrease,-8.42%,-2.482547171009955,Percentage,27.014376462721497,29.496923633731452
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,Avg Sales Cycle,Drop/Decrease,-0.14%,-0.07066148332624778,Days,48.915841584158414,48.98650306748466
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2023Q3,vs Prev Q (FY2023Q2),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,Total ARR,Drop/Decrease,-16.89%,-496520.70999999996,ARR,2444009.41,2940530.12
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,# of Opps,Drop/Decrease,-17.28%,-518.0,Count,2480.0,2998.0
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,# of Won Opps,Drop/Decrease,-16.34%,-132.0,Count,676.0,808.0
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,Won ARR,Drop/Decrease,-20.55%,-594142.3099999996,ARR,2296515.41,2890657.7199999997
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,Avg Sales Price,Drop/Decrease,-5.04%,-180.33453819790202,Currency,3397.2121449704146,3577.5466831683166
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,Win Rate (Count),Increase,1.07%,0.2877236988293923,Percentage,27.30210016155089,27.014376462721497
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,Avg Sales Cycle,Drop/Decrease,-3.23%,-1.5815220575311955,Days,47.33431952662722,48.915841584158414
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2023Q4,vs Prev Q (FY2023Q3),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,Total ARR,Increase,486.05%,11879047.14,ARR,14323056.55,2444009.41
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,# of Opps,Drop/Decrease,-13.99%,-347.0,Count,2133.0,2480.0
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,# of Won Opps,Drop/Decrease,-14.94%,-101.0,Count,575.0,676.0
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,Won ARR,Increase,44.24%,1016087.5,ARR,3312602.91,2296515.41
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,Avg Sales Price,Increase,69.58%,2363.83639416002,Currency,5761.048539130435,3397.2121449704146
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,Win Rate (Count),Drop/Decrease,-0.94%,-0.256004206706109,Percentage,27.04609595484478,27.30210016155089
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,Avg Sales Cycle,Increase,0.77%,0.3648109081553912,Days,47.69913043478261,47.33431952662722
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,Pipegen ARR,Increase,0.00%,27834993.46,ARR,27834993.46,0.0
FY2024Q1,vs Prev Q (FY2023Q4),Overall Total,# of Pipegen Opps,Increase,0.00%,1871.0,Count,1871.0,0.0
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,Total ARR,Increase,216.48%,9797365.61,ARR,14323056.55,4525690.94
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,# of Opps,Drop/Decrease,-26.12%,-754.0,Count,2133.0,2887.0
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,# of Won Opps,Drop/Decrease,-42.73%,-429.0,Count,575.0,1004.0
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,Won ARR,Drop/Decrease,-26.80%,-1213088.0299999993,ARR,3312602.91,4525690.9399999995
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,Avg Sales Price,Increase,27.81%,1253.388240325654,Currency,5761.048539130435,4507.660298804781
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,Win Rate (Count),Drop/Decrease,-22.26%,-7.742538833790007,Percentage,27.04609595484478,34.78863478863479
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,Avg Sales Cycle,Increase,22.20%,8.666261908886199,Days,47.69913043478261,39.03286852589641
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,Pipegen ARR,Increase,0.00%,27834993.46,ARR,27834993.46,0.0
FY2024Q1,vs Prev Year (FY2023Q1),Overall Total,# of Pipegen Opps,Increase,0.00%,1871.0,Count,1871.0,0.0
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,Total ARR,Increase,335.81%,11036487.790000001,ARR,14323056.55,3286568.76
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,# of Opps,Drop/Decrease,-23.34%,-649.25,Count,2133.0,2782.25
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,# of Won Opps,Drop/Decrease,-30.37%,-250.75,Count,575.0,825.75
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,Won ARR,Increase,2.69%,86875.75,ARR,3312602.91,3225727.16
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,Avg Sales Price,Increase,49.67%,1911.9024782534525,Currency,5761.048539130435,3849.146060876982
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,Win Rate (Count),Drop/Decrease,-8.78%,-2.604412806814878,Percentage,27.04609595484478,29.65050876165966
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,Avg Sales Cycle,Increase,3.54%,1.631747258740937,Days,47.69913043478261,46.06738317604167
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,Pipegen ARR,Increase,0.00%,27834993.46,ARR,27834993.46,0.0
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,Overall Total,# of Pipegen Opps,Increase,0.00%,1871.0,Count,1871.0,0.0
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,Total ARR,Drop/Decrease,-26.26%,-3761836.17,ARR,10561220.38,14323056.55
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,# of Opps,Drop/Decrease,-37.22%,-794.0,Count,1339.0,2133.0
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,# of Won Opps,Drop/Decrease,-10.09%,-58.0,Count,517.0,575.0
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,Won ARR,Drop/Decrease,-0.76%,-25340.169999999925,ARR,3287262.74,3312602.91
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,Avg Sales Price,Increase,10.37%,597.2933177361037,Currency,6358.341856866538,5761.048539130435
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,Win Rate (Count),Increase,43.51%,11.767717858969036,Percentage,38.813813813813816,27.04609595484478
FY2024Q2,vs Prev Q (FY2024Q1),Overall Total,Avg Sales Cycle,Increase,46.77%,22.30860650912455,Days,70.00773694390716,47.69913043478261
